학수번호,교과목이름,학점,이수구분,학년,학기,설강학과,교과목개요,교육과정학과코드
INE4096,사용성공학,,전공심화,4,,융합공학과,"1. 4차산업혁명기를 맞아 기술의 진화 과정에 대한 고찰
2. 기술과 사회발전의 트렌드 분석(PEST분석)
3. 4차산업혁명 시대에서 성공적인 기술의 사업화를 이룬 글로벌 기업에 대한 케이스 스터디",
INE4102,감성UI/UX,,전공심화,3,,디자인공학전공,"본 수업에서는 UIUX디자인의 이론과 적용에 대해 이해하는 것을 목표로 한다.
이를 위해 감성을 포함한 UIUX디자인 관점에서 제품, 시스템, 서비스에 대한 설계 및 평가과정을 학습한다.",
INE4105,산업인공지능,,전공심화,4,,산업인공지능전공,본 교과목은 4학년 전공 심화 과목으로 기본적인 인공지능 방법론(머신러닝 및 딥러닝)을 학습하며 산업 현장의 상황에 따라 적절한 방법론을 적용하는 것을 목표로 한다. 학생들은 강의를 통해 이론적인 내용을 학습하고 개인 또는 팀 프로젝트를 통해 인공지능 방법론을 산업 현장에 어떻게 적용할지 경험한다. 본 교과목은 IC-PBL(Industry-coupled problem-based learning) 교육 과정으로 진행되기 때문에 실제 산업 현장에서 도출된 데이터를 활용하여 문제를 정의한다.,
INE5001,디자인공학캡스톤디자인1,,전공심화,4,,디자인공학전공,"This course is for undergraduate students who are interested in building something new, better, or different.",
INE5006,데이터마이닝,,전공심화,3,,지능형로봇학과,"데이터마이닝(Data Mining)은 방대하고 복잡한 데이터 내부에 존재하는 유용하고 의미 있는 정보를 이끌어 내는 방법을 연구하는 학문이다. 주로 숫자형태의 일정한 데이터구조로 정형화된 데이터를 분석해 왔으나 최근 들어 비정형 데이터 중에서 웹마이닝과 텍스트마이닝의 중요성이 더욱 부각되고 있다. 본 강의에서는 이러한 데이터마이닝의 기본적인 기법들을 배우고 현실의 여러 문제들을 풀어보는 실습을 통해 기법들의 활용능력을 습득한다. 구체적으로는 Clustering, 다중 및 로지스틱 회귀모형, 의사결정나무, k-근접이웃법, 신경망, 베이지안 분류법 등을 다룬다.",
INE5007,UI/UX디자인,,전공핵심,2,,문화콘텐츠학과,"특정한 목적을 달성하기 위해 ‘서비스’를 구매하는 사람들을 ‘사용자’라고 부른다. 이 서비스들은 이전의 시대와 다르게 스크린 상의 인터페이스를 통해 사용자에게 전달되고, 사용자들은 이 가상의 인터페이스를 조작하여 그들의 필요를 채운다. 물건을 구매하는 것보다 서비스를 구매하는 것에 더 익숙해진 사람들은 ‘기능’그 자체를 넘어서 총체적 ‘경험’을 판단하고 만족 여부를 결정짓는다. 이 과목은 사용자들에게 만족스러운 경험을 전달하기 위한 다양한 방법론을 학습하고 실습을 통해 익히는 것을 목적으로 한다. 학생들의 선행 학습 수준과 진도에 따라 수업의 커리큘럼은 변동될 수 있음.",
INE5016,산업경영공학과연구실심화실습1,,전공심화,3,,산업경영공학과,본 강의는 스마트제조와 데이터 분석 분야 아니면 신뢰성공의 연구과제를 연구의 기본 개념 및 방법을 터득한다.,
INE5017,산업경영공학과연구실심화실습2,,전공심화,3,,산업경영공학과,본 과목은 대학원 연구실에서 진행되는 연구주제를 선정하여 이에 대해 개별적으로 진행되는 개별화 수업이다.,
INE5018,산업경영공학과연구실심화실습3,,전공심화,4,,산업경영공학과,"본 강의는 산업공학 및 관련 분야의 연구실 프로젝트에 참여하여 실험적 연구 수행과 문제 해결 능력을 배양하는 것을 목표로 한다. 학생들은 연구실 내에서 진행되는 프로젝트를 수행하며 데이터 분석, 실험 설계, 논문 작성 등의 실무 역량을 기른다.",
INE5019,산업경영공학과연구실심화실습4,,전공심화,4,,산업경영공학과,본 과목은 대학원 연구실에서 진행되는 연구주제를 선정하여 이에 대해 개별적으로 진행되는 개별화 수업이다.,
INT2053,기업법,,전공심화,2,,경영학부,상법을 중심으로 한 기본적인 기업법제에 대한 설명과 더불어 법학을 처음 접하는 학생들의 이해를 돕기 위하여 기초적인 법이론을 상세히 설명하고자 한다. 또한 기업실무에서 발생되는 분쟁사례를 중심으로 기업법의 실제 적용과 해석에 대해 검토해보고자 한다. 교재는 담당교수의 유인물을 중심으로 하되 주요 교과서의 내용도 함께 다룬다.,
INT3021,선물옵션,,전공심화,3,,경영학부,"본 과목은 학생들에게 파생금융상품의 기본적 구조에 대한 이해와 동 파생금융상품을 이용한 금융위험관리에 대한 지식을 학습시키는 것에 그 목적이 있다. 본 과목은 선물, 옵션, 스왑 등의 개별 파생금융상품을 다루게 될 것이며, 이에 대한 이해를 바탕으로 파생금융상품이 금융위험을 관리하는 도구로써 어떻게 사용될 수 있는지에 대한 내용을 강의할 것이다. 또한 본 과목은 입문수준의 재무론 수업을 수강한 학생들을 대상으로 한다.",
ISC3000,현대암호이론및활용,,전공핵심,1,,융합보안학과,"현대 암호이론 및 활용 강좌에서는 학부생들이 현대 암호학의 기본 개념과 알고리즘을 이해할 수 있도록 돕는 것을 목표로 한다. 이 강좌에서는 대칭키 암호와 공개키 암호, 해시 함수, 전자서명, 메시지 인증 코드(MAC) 등의 주요 암호 알고리즘을 다루며, 이를 활용한 다양한 보안 프로토콜을 학습한다. 또한, 암호 시스템 설계의 기본 원칙, 공격 모델, 주요 보안 위협 및 이에 대한 대응 전략을 다룬다. 수업은 이론적 내용을 중심으로 하며, 사례 연구를 통해 실제 보안 문제 해결 능력을 키우는 데 중점을 둔다. 학부생들이 참여하기에 적합한 수준으로 강의가 진행된다.",
ISM2001,미디어제작실습1,,전공심화,2,,정보사회미디어학과,"본 과목은 방송, OTT, 홍보 등 다양한 미디어 환경에서 사용되는 여러 가지 미디어 제작 사례를 통해 미디어 전공자로서 필요한 영상기획안 ,티저,트레일러 제작 방법을 학습하는 수업이다.",
ISM2004,데이터예측모델과기계학습의응용,,전공핵심,3,,정보사회미디어학과,"본 교과목은 미디어 산업 관련 데이터를 검토, 정제, 분석하여 얻은 통계적 결과를 바탕으로, 미디어 산업에 다양한 이슈를 진단하고 예측하는데 초점을 둔다. 본 교과목은 단순히 '데이터를 어떻게 분석할 것인가'라는 방법론적 측면을 넘어선다. 구체적으로, 본 교과목은 (1) 현재 어떤 미디어 이슈가 중요한가? (2) 이를 분석하기 위해 어떤 데이터가 가치 있으며, (3) 어떤 분석 방법론이 적용되어야 하는가? (4) 분석한 데이터는 어떠한 근거를 바탕으로 해석하고 전략을 도출해야 하는가 등 데이터 예측 모델의 A부터 Z까지 꼼꼼히 살펴볼 것이다.",
ISM2007,일상생활과사회구조의이해,,전공핵심,2,,정보사회미디어학과,이 수업에서는 일상적인 행동과 그것에 영향을 주고 형성하는 것들을 살펴볼 것이다. 우리는 여기에 두 가지 목표를 가지고 있다. 우리 삶의 가장 단순하고 당연한 측면을 형성하는 것이 무엇인지 이해하는 것과 일상적인 행동을 조사하는 것이 어떻게 우리가 사회에 대해 더 많은 것을 발견하도록 이끌 수 있는지 보는 것이다. 우리는 이론적 관점과 경험적 연구 모두에서 이것에 접근할 것이다.,
ISM3002,정보사회미디어캡스톤디자인1,,전공심화,3,,정보사회미디어학과,"본 강의는 수업은 학생들의 자기주도적 학습을 고양시키기 위한 강의법입니다. 수업의 내용은 강의자가 학생들에게 특정한 문제를 제시하고, 해당 문제를 학생들 스스로가 해결하는 새로운 형태의 강의입니다.
우리는 한학기 동안 스토리텔링형 데이터저널리즘 기사를 1건을 제작할 것입니다. 그리고 이를 실제 보도로 연결해보는 도전과 미디어캡스톤디자인 대회 행사에 출품할 예정입니다. 강의는 팀 프로젝트 중심입니다. 이 수업은 미래 언론사에서 요구하는 데이터저널리즘 맞춤형 인재 양성에 목표를 두고 있습니다.",
ISM3003,정보사회미디어캡스톤디자인2,,전공심화,3,,정보사회미디어학과,"다매체 환경에 걸맞은 평생교육 관점에서, 저널리즘, 시사, 교양 콘텐츠를 기획하고 제작하는 과정을 경험하도록 한다.",
ISM4001,사회연결망이론과네트워크분석,,전공핵심,4,,비즈니스애널리틱스전공,"본 교과과정은 IC-PBL(Industry Coupled Problem Based Learning)수업으로 진행됩니다. IC-PBL 수업은 학생들의 자기주도 학습을 위한 동기부여가 핵심인 강의 방식입니다. 수업은 학생들에게 실무에서 직면할 수 있는 이슈와 관련한 문제를 제시하고, 해당 문제에 대한 해결책과 대안을 학생들 스스로 개발하도록 장려하는 형식의 강의입니다. 일반적으로 '사회연결망이론과 네트워크 분석'에 대한 강의가 학습참가자의 이론 및 통계(프로그램) 이해에 중점을 둔 교육방식이었다면, IC-PBL 교육 방식을 적극적으로 채택하고 있는 본 강의는 실제 산업 현장에서 나타나거나 관찰될 수 있는 이슈를 파악하고, 현장 실무자와 학생들이 강의실에서 직접 관련 논의를 진행하고, 그 이슈에 대한 실증적 고찰과 솔루션을 제안하는 과정에서 수업에서 배운 사회연결망이론과 네트워크 분석 방법을 적용할 것입니다. 본 교과목은 언론정보대학의 특성을 반영하여 학생들이 (1)(국내 언론사 온라인 뉴스 에디터의 초청강의를 통해) 국내 언론사의 뉴스 생산 메커니즘을 정확하게 이해하고, (2)뉴스 분야별 커뮤니케이션 패턴을 사회연결망분석 방법을 적용해 구체적으로 파악하는 것을 1차 목표로 합니다. 따라서, 뉴스 기사에서 나타나고 커뮤니케이션의 트렌드나 문제점을 실증적으로 확인하고, (3)분석 결과를 바탕으로 통찰력이 있는 의견을 제시할 수 있는 준비된 인재 양성을 궁극적인 목표로 합니다.",
ITE1009,C프로그래밍,3,전공핵심,1,2,300,,
ITE2031,컴퓨터구조론,,전공핵심,3,,지능형로봇학과,"컴퓨터는 최초의 컴퓨터라 불리는 애니악으로부터 지금의 컴퓨터까지 발전되어 왔다. 본 교과목에서는 컴퓨터의 역사
를 먼저 다루고 컴퓨터의 메모리 계층 구조, 입출력 시스템 구조, 프로세서 및 제어 장치의 설계기법에 대하여 배운다. 특히, MIPS 기반의 싱클프로세서, 멀티프로세서, 파이프라이닝 프로세서 설계를 학습한다.",
ITE3003,데이터통신,,전공심화,3,,컴퓨터학부,"인터넷 및 모바일 기술의 발달로 대부분의 전자기기에는 통신 기술이 필수적으로 적용되고 있다. 따라서 데이터 통신 기술에 대한 이해는 공학인으로써 필수적으로 요구되는 분야이다. 본 강좌에서는 데이터 통신 기술의 근간이 되는 아날로그 및 디지털 전송 기술에 대해 학습하고 관련된 핵심 이론들에 대해 학습한다. 특히 인터넷 기반 통신 공학의 기본인 TCP/IP 5 계층 프로토콜 스택 학습을 통해 통신과 프로토콜의 기본 개념을 이해하고, 유무선 통신 시스템의 개략적 발전 역사를 학습한다. 수강생들은 물리계층에서의 다양한 기술들 및 데이터 링크 계층에서의 주요 기술들을 학습하게 되며 case study로써 와이파이 (무선랜) 시스템에 대해 학습한다.",
ITE3004,디지털신호처리,,전공핵심,3,,지능형로봇학과,다양한 디지털 신호처리 방법을. 학습한다.,
ITE4052,컴퓨터비전,,전공핵심,3,,인공지능학과,"컴퓨터 비전은 우리 사회에서 검색, 이미지 인식, 앱, 지도, 의학, 드론, 그리고 자율 주행 자동차 등 다양한 분야에서 응용되고 있습니다. 이러한 응용 프로그램의 핵심에는 이미지 분류 및 물체 탐지와 같은 시각 인식 작업이 포함되어 있습니다. 최근의 신경망 접근 방식의 발전은 이러한 최첨단 시각 인식 시스템의 성능을 크게 향상시켰습니다. 이 과목에서는 컴퓨터 비전을 위한 신경망 기반 딥러닝 방법론에 대한 내용을 탐구합니다. 구체적으로 이미지, 영상 등 시각 형태의 자료를 다루는 방법을 배우고, 토대가 되는 수학이론들과 기본적인 시각 인식 알고리즘들을 살펴봅니다.",
ITE4067,임베디드소프트웨어설계,,전공심화,4,,신산업소프트웨어전공,"모바일 컴퓨팅과 사물인터넷의 발전속에 임베디드 시스템에 대한 이해와 응용 능력이 점차적으로 필수가 되어가고 있다. 이 수업에서는 Lego Mind Storm EV3 를 활용하여 로봇을 제작하고, 또한 로봇을 제어할수 있는 임베디드소프트웨어 프로그래밍에 관하여 수업한다. 임베디드시스템의 일반적인 구성을 이해하고 임베디드 하드웨어를 제어할 수 있는 소프트웨어 프로그래밍 능력을 기르도록 한다. 이를 위해, 강의는 이론적인 내용과 이를 검증하고 익힐 수 있는 IC-PBL프로젝트를 포함하여 진행된다. 컴퓨터학부, 로봇공학과 학생만 수강가능.",
JAP1003,일본사회와문화,3,교양선택,1,1,ERICA 대학,"현대 일본 사회의 여러 문화 현상에 대해 분석하고 그에 대한 역사적 고찰을 시도한다. 
각 주 마다 특정 테마를 선정하여 전통적 문화 형태, 현대의 문화양상을 설명하고 한국과의 비교를 통해 일본 사회와 문화의 특성에 대해 살펴본다. 
일본 사회에 대한 전반적인 사항을 알아보고 현재 일본 사회와 문화 현상을 이해하기 위한 토대를 마련한다. ",
JAP1011,일본어기초1,,전공기초,1,,일본학과,"일본어의 기초문법 및 언어의 배경에 연결되는 문화에 대해서 학습한다.
학습 스타일은 협동 학습이며, 서로 협력하면서 학습을 진행한다.",
JAP1014,일본어문장읽기,,전공핵심,2,,일본학과,"일본어 읽기는 어휘력과 문법 이해를 심화시키며, 독해력을 향상시킵니다. 다양한 문맥에서 만나는 새로운 단어와 표현은 어휘력을 자연스럽게 증가시키고, 실제 문장에서의 문법 규칙 적용을 보며 문법 지식이 깊어집니다. 장문을 읽는 과정에서 정보 추출 능력과 문장 구조 이해력이 강화되며, 일본의 문화와 사회에 대한 깊은 이해를 가능하게 합니다. 또한, 많은 독서는 좋은 글쓰기 방법을 익히게 하고, 실제 일본인이 사용하는 자연스러운 일본어에 익숙해지게 해, 보다 자연스럽고 네이티브에 가까운 일본어 사용으로 이끕니다. 이러한 과정을 통해 일본어 학습의 효과를 극대화할 수 있습니다.
이 수업은 다양한 장르의 문장을 읽음으로써, 다양한 문장 구성과 배경에 대해 이해하고, 일본어 및 일본어 이해를 심화하는 수업입니다. 자신에게 맞는 학습과 확인이 가능하도록 자신의 성과를 포트폴리오로 정리합니다.",
JAP1016,멀티미디어일본어1,,전공핵심,2,,일본학과,"이 수업에서는 최근 일본에서 한국의 인기가 높아지고 있는 것을 배경으로, 일본인이 한국에 매력을 느끼는 포인트를 조사·분석합니다. 특히, 한국에서 유학하고 싶거나 생활하고 싶어하는 일본인 학생들이 겪는 문제점을 밝히고, 이를 바탕으로 한국 유학 가이드북을 작성하는 것을 목표로 합니다. 또한, 조사와 가이드북 작성 과정에서 AI를 활용하고, AI의 사용 방법에 대한 이해를 깊게 하는 것도 수업의 목표 중 하나입니다.",
JAP1017,시사일본어,,전공핵심,3,,일본학과,본 강좌는 실용적이고 실제 기업 사회에서 사용되는 일본어 능력을 함양하기 위하여 일본에서 간행된 신문 및 잡지의 기사를 리딩하고 동시에 이것을 해설하는 교과목이다. 고급 수준의 일본어 능력의 함양과 함께 일본사회와 문화에 대한 이해를 심화시키도록 기사 해설을 비중 있게 다루도록 한다.,
JAP1030,일본어문법1,,전공기초,1,,일본학과,"일본어를 처음으로 접하는 학습자를 대상으로 하는 수업입니다. 일본어 문자와 발음부터 명사, 형용사, 동사까지 학습합니다. 초급자에게 필요한 어휘, 문법, 표현을 익힘으로써 기본적인 부분들에 대해 올바르고 정확하게 이해하여 충분한 일본어 운용 능력을 갖출 수 있도록 합니다.",
JAP2024,일본어작문,,전공핵심,2,,일본학과,"본 수업은 현대 기술의 발전을 반영하여 전통적인 작문 방식과 최신 기술을 결합한 수업 방식으로 진행됩니다. 최근 급속도로 발전하고 있는 번역기와 생성형 AI 등의 언어 기술 툴을 효과적으로 활용하는 능력을 키우는 것을 주요 목표로 합니다.
학생들은 다양한 툴을 사용하여 일본어 문장을 작성하고, 이를 비교·분석하는 과정을 통해 가장 자연스럽고 정확한 일본어 표현을 학습합니다. 이 과정에서 학생들은 일본어의 문법 구조와 어휘 사용을 심도 있게 이해하고, 상황에 맞는 적절한 표현을 선택하는 능력을 기릅니다.
또한, 본 수업은 실용적인 일본어 사용 능력 향상에 중점을 둡니다. 학생들은 자신이 좋아하는 영상 콘텐츠에 일본어 자막을 직접 제작하는 프로젝트를 수행함으로써, 시청각 자료의 맥락을 이해하고 이를 정확한 일본어로 표현하는 능력을 키웁니다.
또한 작문뿐 아니라, 매 주 1~2 편 정도의 최신 뉴스를 보고, 관련 표현을 배우며 일본어 작문은 물론 2024년 일본의 사회, 문화도 함께 익힐 수 있도록 수업을 진행 할 예정입니다.
본 수업은 ""제2외국어 전용 강의""입니다. 수업은 일본어로 진행 예정입니다.",
JAP2033,중급일본어회화1,,전공핵심,2,,일본학과,"講義は、すべて日本語で行います。この授業は、日本語初中級以上のレベルに基づきます。授業のレベルは、JLPT3級以上です。
受講生は、講義を通して、日常生活における日本語のさまざまな表現を学びます。
外国語を習得するためには、インプットだけではなく、アウトプットが絶対に必要です。
そのため、アウトプット中心の授業を行います。実際に日本語を話したり、聞いたりして、日本語に慣れてください。",
JAP2059,일본어음성학기초,,전공기초,1,,일본학과,"본 수업은 IC-PBL 수업인 동시에 제2외국어 일본어 수업입니다. 기본적으로 1학년 학생을 대상으로 하고 있으므로 능숙한 일본어가 아닌 일본어 소리를 학생들이 직접 발음해 보는 체험적 활동 중심으로 이루어집니다. 이 과정에서 주어지는 문제를 해결하기 위한 조별 활동이 이루어지며, 문제해결능력, 창의성, 협업능력을 키워 나가도록 합니다. この授業はIC-PBL授業であり、日本語で行われる第二外国語授業です。日本語の音に関する知識はもちろん、問題解決力、想像力の育成及び協同力を養います。",
JAP3028,실용일본어,3,교양선택,1,1,ERICA 대학,"이 일본어 과정은 중급 단계로 넘어가는 초급 후반 학습자를 대상으로 하며, 실용적인 일본어 능력 향상을 목표로 합니다. 이 과정은 일본 문화와 생활을 경험하면서 언어 기술을 개발하는 데 중점을 둡니다. 수업에서는 배경음악, 일러스트레이션을 사용한 연습, 대화 중 문법 학습, 긴 문장 듣기와 이해, 다문화 이해를 포함한 대화 연습을 진행합니다. 또한 발음 지도에도 중점을 둡니다. 2주마다 다른 주제(집 찾기, 위로 음식, 방문, 언어 학습의 즐거움, 결혼, 여행 중 문제, 직장 찾기)에 초점을 맞추어 일본어의 실용적 사용을 촉진합니다.",
JAP3033,일본문학과영화,,전공심화,3,,일본학과,"이 과목은 영화나 애니메이션으로 만들어진 일본의 문학작품을 다룹니다. 따라서 직접 영화나 애니메이션 그리고 문학작품을 감상하고 각각이 갖는 고유의 매력을 찾아가는 과목입니다.
우리는 영화나 애니메이션을 통해서 훌륭한 문학작품들을 손쉽게 접할 수 있는 시대를 살고 있습니다. 그럼에도 불구하고 여전히 종이로 된 책 앞에서 문장의 의미를 찾으려는 노력을 하고 있습니다. 우리는 이 과목을 통해서 문학작품을 읽고 싶게 만드는 이유를 함께 생각해 볼 것입니다.
수업은 우선 작품을 감상하고 강사가 일본 문화에 관해서 간단한 설명을 합니다. 그리고 나서 강사가 던지는 질문에 답을 하기도 하고, 학생이 스스로 질문을 만들어 내기도 할 것입니다. 그 질문의 답을 찾아가는 과정을 통해서 생각의 범주를 넓힐 수 있을 것입니다.",
JAP3036,일본역사의이해,,전공핵심,2,,일본학과,"일본 현대 사회를 이해하고 미래를 예측하기 위해서는 역사 흐름에 대한 이해가 요구됩니다. 특히 일본 역사는 한국의 역사와 동아시아 세계에 걸쳐 정치, 외교, 종교, 문화 등 여러 분야에 걸쳐 긴밀하게 관계를 이어 왔습니다. 본 교과목에서는 '한국인'으로서 '일본사'를 이해한다는 것이란 어떠한 것인지 염두에 두면서, 일본 역사를 개관하며 현대 한국과 일본 간 역사적 쟁점이나 현안을 이해하고자 합니다.",
JAP3039,고급일본어회화1,,전공핵심,3,,일본학과,"講義は、すべて日本語で行います。この授業は、日本語中級以上のレベルに基づきます。授業のレベルは、JLPT1級以上です。
授業では様々な日本語資料を読み、時事問題などについて考え、解釈してもらうため、受講生には高い日本語能力と思考力が求められます。",
JAP3040,고급일본어회화2,,전공핵심,3,,일본학과,講義は、すべて日本語で行います。この授業は、日本語中級以上のレベルに基づきます。授業のレベルは、JLPT1級以上です。また、この授業は、PBL（Problem-Based Learning）型式に基づくものです。授業では様々な日本語資料を読み、時事問題などについて考え、解釈してもらうため、受講生には高い日本語能力と思考力が求められます。,
JAP3041,일본의지역과문화,,전공핵심,2,,일본학과,"이 수업은 ""일본의 지역과 문화""를 주제로 하여, 학생들이 AI를 활용하여 가상의 일본 여행 계획을 세우는 경험을 합니다. 먼저, 일본의 지리, 역사, 문화에 대한 기본 지식을 배웁니다. 이어서, AI를 이용해 학생들이 관심 있는 특정 지역이나 문화적 특성을 깊이 탐구하고, 그에 기반한 여행 계획을 세웁니다. 여행 계획에는 방문하고 싶은 장소, 체험하고 싶은 문화 활동, 시도해보고 싶은 음식 등이 포함됩니다. 또한, AI를 활용하여 현지 날씨, 교통수단, 숙박 옵션 등의 실용적인 정보도 수집합니다. 최종적으로, 학생들은 자신들의 여행 계획을 반에서 발표하고 서로의 계획에 대해 토론합니다. 이 수업을 통해 학생들은 일본의 다양한 문화를 이해하고, 계획적인 여행 계획을 세우는 방법을 배우며, 동시에 생성 AI의 활용 방법을 이해합니다.",
JAP3065,일본현대사회의이해,,전공심화,4,,일본학과,"본 교과목은 현대 일본사회를 보다 체계적이고 심층적으로 학습하고자 한다. 현대 일본사회를 이해하기 위해 일본사회와 문화, 경제와 정치 등 다양한 주제들을 통해 일본사회의 실상을 통시적, 총체적으로 검토하고 파악하여 일본사회를 더 잘 이해하는 것을 목표로 한다.",
JAP3067,일본문학의흐름,,전공핵심,3,,일본학과,"일본문학을 각 시대별/장르별로 살펴보고 일본문학이 변화해 온 과정을 살펴보고, 그 특질을 탐구합니다.",
JAP3075,일본학과캡스톤디자인2,,전공심화,3,,일본학과,"본 강좌는 사회문제, 전공 등 다양한 분야에 대해서 학생들에게 혁신적인 문제해결 방법을 탐색하는 것을 목적으로 합니다. 학생들은 4-5명의 팀원과 팀을 이루어 교수 지도 하에 다큐멘터리 조사, 현장 학습 및 자율 토론을 통해 연구 과제를 수행하게 됩니다. 본 수업을 통해 학생들은 문제 해결 능력, 협업, 창의력을 키워 나갑니다.",
JAP3076,일본과국제사회,,전공핵심,3,,일본학과,"본 강의는 전후 일본을 둘러싼 국제 환경의 변화에 일본이 어떤한 방식으로 대응해 왔는지에 대해 이해를 돕고자 한다.
특히 일본과 근린 국가 (중국, 한국, 북한, 동남아시아 국가) 와의 여러가지 제 문제 및 일본의 국제 기구에서의 활동 또한 다루고자 한다.
또한 현재 일본을 둘러싼 급변하는 동아시아 국제 문제에 대한 이해 심화를 목표로 하고 있다.",
JAP3078,일본경제와동아시아의협력,,전공핵심,3,,일본학과,본 교과목은 일본경제에 대한 기본적인 이해를 돕기 위한 수업이다. 이를 위해 현재 일본사회의 경제적 현황에 대한 전반적인 경향을 파악하고자 한다. 또한 일본이 동아시아에서 행한 경제협력을 살펴봄으로써 한국경제에 대한 시사점을 생각해 보고자 한다.,
JAP3079,일본기업과장인정신,,전공핵심,3,,일본학과,"현대 일본 경제의 주축을 이루는 주요 기업의 형성과 발전 과정에서 중요한 요소로 작용해 온 장인 정신과 모노즈쿠리에 관해 살펴본 후, 일본적 경영의 특징으로 일컬어지는 집단주의, 종신고용, 연공서열, 기업간 관계 등의 여러 이론 및 이미지와 어떻게 연계되어 있는지를 이해한다. 또한 취업 및 진학 시 필요한 일본 경제 특히 기업가 정신 및 모노즈쿠리의 기반이 되고 있는 장인 정신에 관해 학습함으로써 산학협력에 기반한 현장 맞춤형 융합 인문 교육을 통해 창의적 인재가 되기 위한 소양을 갖춘다.",
JAP4062,현대일본어의이해,,전공심화,4,,일본학과,本講義は、身近な日本語を材料にして、日本語がどのような仕組みで成り立っているのかを分析していく授業です。テキストをもとに、日本語の問題について認識し、それについて考えることで答えを見つけたり、グループワークを通じて解決の方法を考えたりします。 無意識に使っている日本語の奥にひそむ法則性を見つけ出してほしいと思います。,
JFD1001,주얼리기초1,,전공기초,1,,주얼리·패션디자인학과,주얼리(장신구)의 기본 개념과 실습을 위한 이론을 익히고 제작해본다.,
JFD1002,패션그래픽,,전공기초,1,,주얼리·패션디자인학과,Adobe Photoshop/Illustrator 프로그램은 주얼리패션산업에서 필수적으로 다루어야 하는 프로그램으로 그래픽 디자인 작업을 통해 창의적인 아이디어를 쉽고 빠르고 디테일하게 작업 할 수가 있다. 이에 본 수업은 Adobe Photoshop 프로그램의 장점을 활용하여 창의적인 아이디어 발상과 표현 방법 등 구체적인 패션 텍스타일디자인제품을 구현하기 위한 전반적인 모든 작업을 컴퓨터프로그램을 통해 표현될 수 있도록 실습한다.,
JFD1003,주얼리왁스카빙,,전공핵심,1,,주얼리·패션디자인학과,본 수업은 왁스카빙 기법의 이론과 실습을 통해 주얼리 제작 및 생산 방식을 이해하는데 그 목표를 가집니다. 왁스카빙 작업은 주얼리 대량생산을 위한 원형 제작이라는 중요한 작업을 수행하는 제작방법으로 귀금속 전문 업체와 주얼리 작가들에게 금속세공기술과 함께 널리 쓰이는 전문성과 기술을 요하는 작업입니다. 주얼리 작업에 필수적인 정밀주조 기법과 왁스카빙 기법을 활용하여 주얼리 디자인에 적합한 제작 방식을 터득함으로서 조형적 아름다움과 기능성을 두루 갖춘 주얼리를 디자인 및 제작 할 수 있도록 합니다.,
JFD1004,주얼리기초2,,전공기초,1,,주얼리·패션디자인학과,"주얼리기초2에서는 비철금속인 동을 주 재료로 다루어 재료가 가진 성질을 알아본다.
세공에 필요한 기본적인 테크닉에 대한 이론적 지식을 배운다. 이를 주얼리 제작에 적용하면서 테크닉을 이해하고 습득한다.",
JFD2002,3DCAD디자인2,,전공핵심,2,,주얼리·패션디자인학과,"현 4차산업을 이해하고, 각종 산업에 실질적으로 사용되는 디지털을 활용한 디자인의 접근을 다방면으로 진행한다. 산업은 기술의 발달로 새로운 기술력이 등장하면서 더욱 창의적인 디자인 수요가 요구되고 있으며, 이에 발맞춰 실무 능력을 높이고 맞춤형 디자인을 설계하고 생산 활용을 높일 수 있는 방안을 접목함에 따라 현 산업에서 요구되는 전문성을 준비하고자 한다.",
JFD2003,아트패션소재표현,,전공핵심,2,,주얼리·패션디자인학과,최근 트렌드에 적합한 패션소재들의 경험을 통해 다양하고 창의적인 표현기법들을 연마한다. 전문적인 디자인 전개방법 및 표현기법을 습득하여 향후 패션 디자이너로서의 실무 능력을 향상시키는 것에 목표를 둔다.,
JFD2005,3DCAD디자인3,,전공핵심,2,,주얼리·패션디자인학과,"라이노3D(Rhino 3D)와 지브러시(ZBrush) 소프트웨어를 활용한 초중급과정의 3차원 모델링을 학습한다.
패션주얼리 디자인의 필수인 3D 모델링의 전반적인 과정을 학습하며 이를 활용한 패션주얼리의 표현 및 제작과정을 연구한다.
다양한 3D모델링 작업과 실무제작 과정을 학습하여, 관련 디자이너로서의 디자인 해결능력과 경쟁력을 높인다.",
JFD3006,주얼리디자인2,,전공핵심,3,,주얼리·패션디자인학과,"주얼리의 개념, 디자인 흐름, 패션과의 관계 등 관련 기본 지식을 습득한다. 이를 바탕으로 자료조사과정을 거쳐 개인별 디자인 컨셉을 정해 디자인을 해보며, 해당 디자인에 적용 가능한 재료, 제작기법 등을 조사하고 실험한다.
자료조사, 컨셉 설정, 디자인 전개, 제작을 통해 실물 제작 과정을 경험함으로써 주얼리 디자이너로서의 역량을 기른다.기른다.",
JFD3007,가방디자인3,,전공핵심,3,,주얼리·패션디자인학과,"가방 디자인은 예술과 실용의 결합으로, 창의적인 감성과 통합 적인 실무 능력이 필요한 분야이다.
가방을 만드는 실습을 통하여 가방의 구조를 이해하고 디자인 진행 과정을 학습한다.",
